Ia,Ib,Ic,Va,Vb,Vc,fault_type,location,A,B,C,G
0.207815033383253,0.63519949565851,0.16435718129382,1.12847577368474,0.369985092290503,1.10607878288157,LG,near_source,0,1,0,1
0.190709875761629,0.645259859328279,0.485772594741996,1.13036868445327,0.559112341895563,0.6438258618399,LL,mid_line,0,1,1,0
0.184306225954461,0.699358326545679,0.640615028935174,1.10328081684444,0.25124662121997,0.264053366857967,LLG,near_source,0,1,1,1
0.564259022126804,0.191342914966565,0.630260384749093,0.378157202237971,1.1053914571054,0.32477243481222,LLG,mid_line,1,0,1,1
0.726006792316924,0.190250992963801,0.850035704095621,0.812105698456895,1.13093099064421,0.766083444193475,LL,mid_line,1,0,1,0
0.158382226821071,0.225722572541674,0.418092185601593,1.08657015936516,1.14335193430582,0.532652749096602,LG,near_load,0,0,1,1
0.542207073189771,0.545041054036549,0.539238805374598,0.366652752503977,0.433502875784995,0.422850644731263,LLL,near_load,1,1,1,0
0.583930833532621,0.481114949188226,0.195674637736452,0.371825597694411,0.455628377813964,1.10743834293531,LLG,near_load,1,1,0,1
0.190265267438098,0.189792659581934,0.190474971369702,1.1506824659861,1.13830328098148,1.13134583704,NOFAULT,near_source,0,0,0,0
0.524005444924796,0.523040971464653,0.524223713485071,0.416465717345918,0.418130555949711,0.416631212087813,LLLG,near_load,1,1,1,1
1.14671784556012,0.884089382640918,0.964337935218992,0.0796484150760968,0.361465602735323,0.438688174409284,LLLG,near_source,1,1,1,1
0.548243379447738,0.190077279403338,0.707269280454818,0.57352719920004,1.13075106353326,0.593297484471022,LL,near_source,1,0,1,0
0.189816134130423,0.19022188438455,0.190161175981607,1.13003087819035,1.12921354322551,1.13155122154386,NOFAULT,near_load,0,0,0,0
0.596091472217853,0.599733674132439,0.58221572912892,0.308018724050742,0.309506062910242,0.309977773240894,LLLG,near_load,1,1,1,1
0.996418722025372,0.789682022644154,0.708301946484155,0.288646552465435,0.94665989376686,1.09005143655947,LLL,mid_line,1,1,1,0
0.190506720990573,0.19061877334275,0.190633607138782,1.13062397111499,1.13064783027252,1.13072892579628,NOFAULT,mid_line,0,0,0,0
0.512589389263896,0.5263460251387,0.50608701978269,0.419155471344583,0.416927898580707,0.412199476382226,LLL,near_load,1,1,1,0
